x,y
0.643,1.8954126006765466
0.657,1.1482841068809067
0.658,1.6783490017096554
0.671,0.34061844123242824
0.676,5.157977909116305
0.687,3.660724299704625
0.707,3.399665353708037
0.71,3.0694258751427634
0.716,5.076331667735097
0.718,2.213962561607459
0.743,2.7817032095227034
0.748,2.4512709144582825
0.791,5.898842219822233
0.8,0.08652509938118991
0.808,7.41720687705239
0.8210000000000001,2.6534999892243087
0.8240000000000001,0.023119370787234583
0.8250000000000001,1.135663296785264
0.844,2.232014050937451
0.856,1.15066989380773
0.869,2.045763451309664
0.871,0.015536041322173233
0.871,0.015536041322173233
0.879,0.5861317886470154
0.882,2.8448615848422536
0.891,5.8692406620616495
0.891,5.8692406620616495
0.895,1.8384781438109616
0.899,5.92716731192393
0.901,0.7032154251540685
0.912,0.8084109979981489
0.923,2.665527069263002
0.93,1.695053988499573
0.9400000000000001,2.1488442893476596
0.9550000000000001,1.5219472717235623
0.961,0.4151532257077397
0.968,2.607012232930888
0.996,2.1609520592174545
0.996,2.1609520592174545
0.998,4.67471295014634
1.025,2.064272067866009
1.062,3.4698824258173624
1.073,0.5834237205842125
1.081,4.7732568394837385
1.085,2.167904231176942
1.099,2.600707492549619
1.1380000000000001,2.788013151418344
1.147,11.549134392102465
1.1500000000000001,0.676944536389426
1.151,7.122532348828967
1.163,2.5203961559299186
1.167,2.498378438257903
1.195,4.591227612714807
1.197,1.506239543241276
1.214,5.022566191897634
1.244,6.31157963804129
1.244,6.31157963804129
1.268,3.593574381241479
1.276,0.9982246165451403
1.2790000000000001,5.1747733621616
1.283,2.870407108007381
1.285,1.5583293970895125
1.292,0.7049512918730256
1.293,8.170976758024754
1.298,3.834429890777868
1.3,2.8255047570156417
1.324,7.465933834107793
1.332,3.1679530734162866
1.336,3.2137730252924106
1.347,1.2609017085269516
1.369,5.644353332974401
1.393,0.456097221946302
1.3960000000000001,3.578359020341048
1.3980000000000001,5.812314680755164
1.414,0.3657613380538116
1.425,4.016062762048818
1.425,4.016062762048818
1.43,3.199521666151476
1.439,0.46872925240642926
1.444,0.8175698813037804
1.481,3.1390388872588897
1.484,4.841859038810501
1.5150000000000001,4.067938838475866
1.5330000000000001,0.00046638915384589197
1.562,7.780917610747117
1.571,2.488512059645471
1.6,6.416836715891877
1.606,0.5660631330600414
1.607,3.56301326736192
1.61,7.38016901688186
1.622,8.166456528528876
1.627,0.42661380070798094
1.629,2.0830942996829247
1.639,4.197810928873814
1.643,2.581854911643593
1.649,8.577385766210949
1.669,8.011389787006191
1.674,6.946101395217241
1.674,6.946101395217241
1.684,6.269249680226903
1.696,5.498984975236002
1.718,3.4811328203225935
1.718,3.4811328203225935
1.72,7.538011518635837
1.724,3.081699439381145
1.731,8.655834407833247
1.739,6.061326197203234
1.742,1.5959540952421523
1.77,3.6674723351636658
1.7710000000000001,3.4174861703348918
1.774,4.811075917739716
1.788,1.2922339316589322
1.796,0.152566451589788
1.82,3.1118639007395097
1.826,3.079318753624106
1.828,2.8303395266142575
1.83,3.9112028826464615
1.83,3.9112028826464615
1.835,4.143703598049318
1.843,4.099471297688234
1.857,0.6805262980932372
1.8780000000000001,0.17596396689470994
1.885,4.805576965234711
1.895,2.3880117750891947
1.8980000000000001,2.2019183772882442
1.922,1.0516936885859343
1.929,4.263801390571475
1.939,6.254504521887292
1.94,2.7637100801420917
1.955,2.631984353533655
1.955,2.631984353533655
1.966,0.5974177168137733
1.97,4.601893624307966
1.974,5.819560166714888
1.976,1.8273457960543635
1.977,8.485604138506002
1.98,2.778180438165479
1.992,3.475264819162342
1.996,2.4585725933515614
2.013,6.090024121412734
2.015,6.587304282798177
2.023,0.2616758842834197
2.027,2.713307367757178
2.0300000000000002,3.44098256667157
2.0340000000000003,3.4502393294059357
2.036,2.4814477269863766
2.036,2.4814477269863766
2.0460000000000003,6.957073965005806
2.076,0.5968918275481405
2.107,1.600808510747446
2.117,2.2534820794807877
2.12,0.9430477420856178
2.125,0.46218338218240795
2.1270000000000002,0.3940413447393798
2.145,4.9051688496276595
2.146,3.750614985341983
2.146,3.750614985341983
2.162,0.9948591291398099
2.173,1.5349821388913596
2.178,2.82388182609615
2.179,0.6863338532182617
2.186,4.572002851312843
2.254,3.9593865810046154
2.2600000000000002,0.5968067464134252
2.266,3.3642535836473533
2.281,6.216452976053851
2.2840000000000003,2.7551592544572903
2.289,5.779272864570016
2.291,5.852659771208027
2.3040000000000003,1.2702724356280322
2.305,8.70445486012403
2.32,1.2844896885276684
2.33,6.13545254482195
2.354,2.5225176591773506
2.376,0.14975500953634135
2.378,7.884519519659834
2.3810000000000002,4.470194470923491
2.399,5.651480346607782
2.41,2.5502212637980297
2.416,1.8371725373141357
2.443,4.715763841142233
2.456,9.338787751138174
2.469,5.5188415812653435
2.474,0.9285825366031788
2.482,7.258366538644462
2.49,2.0386898536283744
2.501,5.259698584433435
2.5260000000000002,2.4128074766431706
2.537,4.122853857759889
2.5420000000000003,1.100186540560105
2.547,5.6028849131373715
2.581,2.8856868027893876
2.582,4.870395207316665
2.597,7.661622667221838
2.598,2.5415691239180176
2.62,6.66778327798845
2.6390000000000002,6.687595617481558
2.642,5.3941865898122145
2.644,7.857809954456651
2.649,1.7530124047761744
2.702,8.502378527941632
2.715,1.0291604808542774
2.72,2.2155954414182686
2.72,2.2155954414182686
2.724,7.1045956206705245
2.725,1.471291139103121
2.731,6.677764458615161
2.732,1.4516396665752058
2.736,4.875708170315662
2.738,2.3065511643577428
2.741,6.144744563267203
2.745,2.7866342005015134
2.746,6.420467188875241
2.747,7.616692866788961
2.763,6.801222590172843
2.786,7.329210397672634
2.7920000000000003,5.241805105470648
2.795,6.864321556722549
2.814,8.643250135959494
2.821,4.476560700512078
2.828,2.683132109801122
2.837,9.0939038535966
2.845,4.416885611348414
2.853,5.899881115872688
2.855,6.347689049054494
2.862,4.868615637756137
2.8810000000000002,2.017424804284791
2.8810000000000002,2.017424804284791
2.887,3.94788682357125
2.892,7.692159527848265
2.911,7.845428696663461
2.914,14.471501000033832
2.9370000000000003,6.235918953796172
2.949,6.966685440882026
2.953,2.758202539351382
2.968,0.7992901102659058
2.97,1.7822864465315056
2.975,5.681353029353579
2.975,5.681353029353579
2.982,6.761169023244552
2.983,9.808819620652347
2.99,4.260540030273585
2.997,5.127205567512206
3.001,5.304446283523216
3.0140000000000002,11.88890205576811
3.0140000000000002,11.88890205576811
3.016,8.974848584697675
3.053,2.962222907707478
3.069,5.258959810843524
3.075,5.790704210380747
3.092,10.103486674448549
3.121,3.7491674684762515
3.14,13.036999219556684
3.141,1.844519569915728
3.1470000000000002,5.10888894667726
3.158,6.4554406189059135
3.164,9.986880403174858
3.168,3.5272431653518215
3.181,6.418780344935358
3.1830000000000003,8.109352254840216
3.192,5.271530431018171
3.203,4.187124760800436
3.21,8.319659238881231
3.216,6.213073324901736
3.248,10.450883540189796
3.251,6.335953889896688
3.266,5.782532540996769
3.277,4.795116273475064
3.294,6.128989403693162
3.298,5.435370114758877
3.309,3.3847275410827873
3.325,10.473120152373628
3.343,4.1085913353435
3.356,3.6563613822509993
3.363,11.488741827380329
3.369,7.391472247173489
3.37,8.458238117806019
3.373,6.2699170631785455
3.396,7.289773560113819
3.399,1.1024477017127232
3.406,3.2358962290980315
3.44,4.146204499488233
3.472,3.654483504691841
3.477,11.658973797207441
3.478,9.549955176904142
3.481,7.015021158569654
3.489,4.401672733505139
3.492,5.200202581920383
3.5060000000000002,15.68173098873116
3.5100000000000002,1.7858051624872129
3.5300000000000002,2.7754573968121092
3.556,7.720362602115569
3.5580000000000003,12.156626977263203
3.576,8.387803994195242
3.585,6.471347143966624
3.587,7.242937766166456
3.604,7.446350252804711
3.629,3.272990081088263
3.644,5.19575555314087
3.662,6.4882293961840976
3.6670000000000003,4.700326908712864
3.6950000000000003,9.633653170084493
3.702,5.435589950686271
3.722,10.645633022902175
3.731,5.357475768229852
3.746,3.3124847520677303
3.761,5.381027434433937
3.771,7.759943723003046
3.775,7.874286109719563
3.782,4.076400153456397
3.793,7.132694763308588
3.7960000000000003,9.127231186006966
3.7960000000000003,9.127231186006966
3.806,10.918655591125216
3.807,7.594149485440817
3.876,3.2175399115701415
3.8770000000000002,5.214082697332177
3.879,7.313520695011036
3.88,8.324172113852319
3.886,14.244645692285388
3.887,5.672158976763304
3.8970000000000002,3.857370984945123
3.915,8.281763908401249
3.9210000000000003,9.555721518798254
3.926,10.153660057806999
3.938,5.387333063175307
3.9570000000000003,10.599588462227509
3.97,8.541518777089495
3.972,10.423078083981078
3.972,10.423078083981078
3.976,13.366043219199664
4.001,9.174837997941504
4.016,4.0118077813588195
4.023,10.348282553477961
4.033,9.001311539308219
4.0360000000000005,11.535375822186822
4.04,10.422869241407215
4.05,4.979894558330022
4.059,12.970064513945097
4.062,10.044532792222544
4.082,8.740288691906956
4.087,4.3614328330224
4.089,3.5729296554354253
4.106,5.0195144026042895
4.111,12.585700191609691
4.111,12.585700191609691
4.115,4.1370131251799735
4.118,9.481885360002122
4.121,7.1492407413854
4.13,8.454275776615859
4.154,2.9938760507746913
4.175,11.321985797004636
4.1770000000000005,12.060591425456376
4.196,6.704472861437219
4.203,9.369027040085308
4.206,10.259259139511249
4.21,8.877990598680418
4.215,5.7275696335472706
4.2170000000000005,4.010075198883803
4.22,7.911407671084858
4.224,7.227994406170574
4.238,4.29936494166763
4.258,9.53094976177233
4.267,5.645765487579732
4.267,5.645765487579732
4.274,6.284842285051946
4.29,12.933841557484506
4.298,4.697576828919583
4.311,6.445694069420098
4.3260000000000005,9.959874088549215
4.353,4.228968137360286
4.359,5.499214689817354
4.364,16.273310756397052
4.368,6.17901870961311
4.369,10.498780955698583
4.401,4.90392368232769
4.402,11.248367449068326
4.433,6.337969611388423
4.455,14.653600813962932
4.463,6.2007162552211845
4.482,11.257028891008868
4.494,11.260220745757906
4.497,11.742781490809023
4.507,11.132831174167105
4.508,6.146678240398413
4.523,7.657494881970723
4.545,13.097720538920333
4.548,9.125691794268
4.549,11.697161136498119
4.563,15.451910075793636
4.577,11.044108982326245
4.578,11.804658495700053
4.581,9.142073018175102
4.5920000000000005,10.708231020320852
4.596,5.936768999179755
4.62,13.560914620310703
4.621,10.629113173488381
4.624,16.589520884972064
4.646,9.230337203737916
4.651,8.923223343075138
4.678,13.851173824084356
4.678,13.851173824084356
4.69,8.728044959384636
4.695,12.454892913208512
4.705,6.983134447774805
4.706,11.905740642971505
4.721,12.973894079909867
4.727,8.685780750615907
4.732,10.01875727764477
4.738,12.370863668149681
4.759,14.471756457134918
4.76,8.413349530459284
4.761,7.24349816040495
4.763,12.455466493794205
4.776,11.802805950194061
4.813,9.906269468414939
4.821,12.304866913628498
4.8420000000000005,17.03653825539203
4.855,10.526791376078085
4.857,10.583457462064299
4.881,9.154070437141831
4.884,3.894917758428173
4.892,5.678166662093545
4.901,11.000939158835948
4.94,12.88713598380871
4.948,6.396505308205524
4.954,13.191213124918612
4.963,11.934976164708667
4.963,11.934976164708667
4.968,11.100926298084627
4.997,9.0119061182367
5.011,11.625571547070138
5.016,12.455860860798284
5.026,6.2807030082505735
5.029,14.27706674909131
5.037,11.197144551420712
5.0520000000000005,17.636692386588866
5.072,10.8258129081309
5.072,10.8258129081309
5.073,10.151870167993785
5.081,12.01974946710031
5.143,9.667364918772039
5.147,9.879184046591984
5.158,12.42904703191958
5.158,12.42904703191958
5.182,8.343916392118466
5.184,12.21707087305571
5.1930000000000005,19.496911243150613
5.256,14.376559696358147
5.261,9.018955013614587
5.263,7.860221429146637
5.298,16.28799816577687
5.322,14.724913077854183
5.323,8.8913706741501
5.328,13.99826483147304
5.333,13.090125174750952
5.3500000000000005,8.94539544741137
5.369,12.015184572276631
5.378,12.48227040614866
5.382,15.687485720266661
5.404,12.71269306528303
5.405,17.053046858416803
5.412,14.653533633402754
5.415,15.436663827668987
5.434,14.114431438763338
5.446,9.527415483043617
5.447,14.05313185267775
5.447,14.05313185267775
5.457,14.025447678908609
5.457,14.025447678908609
5.493,14.898827794298235
5.503,14.676146225163976
5.506,13.082608301581798
5.513,11.31137732476004
5.517,13.057581924777931
5.517,13.057581924777931
5.5200000000000005,7.024536765718334
5.53,14.056915883839473
5.532,11.761653840511023
5.5360000000000005,13.845236099899724
5.58,14.495521280286644
5.591,14.991686939266542
5.595,12.497489670590417
5.604,14.9996902290782
5.621,12.034563210558662
5.628,13.594122611640149
5.636,11.305788780526635
5.638,12.983720395654654
5.639,12.970598290364478
5.66,15.279658086850006
5.67,14.441452603748191
5.672,16.78960482007365
5.695,16.85149136404485
5.698,5.7180391640894594
5.714,20.475384665980588
5.7170000000000005,15.887308234768945
5.7250000000000005,14.142006365821247
5.731,11.463676100426857
5.734,17.123140089277047
5.748,18.471970348989235
5.758,13.39219904658486
5.76,14.445846761272412
5.765,20.002270907026293
5.771,15.557772708925738
5.776,7.8032727578490135
5.779,8.77920796958946
5.779,8.77920796958946
5.781,17.050622284756727
5.787,15.612650219349735
5.8,16.311115090827137
5.812,14.10678185310015
5.813,7.774369834576163
5.8500000000000005,15.05103114193413
5.8740000000000006,6.711759312503631
5.8740000000000006,6.711759312503631
5.883,9.440085542906834
5.897,16.083552944544735
5.9350000000000005,14.789505596884453
5.941,12.30377828569114
5.941,12.30377828569114
5.9510000000000005,7.885625775850372
5.953,13.448234370146745
5.955,18.33698772239191
5.968,12.242875948321377
5.9910000000000005,18.099739424394674
6.011,14.85573400038774
6.03,15.901708243171818
6.03,15.901708243171818
6.039,15.4928614106069
6.047,17.352947798960415
6.049,13.700464060378657
6.062,20.257366859082673
6.075,11.674891543498319
6.079,14.912401980194996
6.113,15.371534281208639
6.113,15.371534281208639
6.156,8.223840125153252
6.172,21.54066685504957
6.186,14.707245803033095
6.199,14.737748328829152
6.21,12.469312322138482
6.215,12.20317611773652
6.221,17.757802960543795
6.25,20.42450037939264
6.261,16.4224607123538
6.2860000000000005,20.27291781820558
6.293,17.16497823972585
6.301,15.64564257174202
6.303,15.928047895498091
6.308,20.50589739633535
6.386,15.486543093546324
6.404,16.992644980742615
6.404,16.992644980742615
6.429,15.05139988815145
6.447,21.15382081908688
6.464,17.95768414489999
6.464,17.95768414489999
6.468,17.35093245995074
6.469,17.787415236840392
6.477,18.63989702265157
6.487,17.071857450503135
6.489,11.630783463103079
6.496,17.743014289870256
6.5040000000000004,17.708933360679634
6.506,13.662868710014095
6.516,12.045434078480021
6.522,16.09889351420864
6.523000000000001,17.697327319963165
6.524,18.730402148206657
6.561,16.256643697198577
6.573,18.690588877862112
6.575,11.966075722133265
6.5760000000000005,16.606540632951884
6.578,17.18695737762192
6.583,17.221721434627074
6.597,17.9595392863961
6.6160000000000005,15.873716308589533
6.617,15.91263487396376
6.6240000000000006,19.178047265683585
6.642,18.011082863697755
6.656000000000001,14.696951547493772
6.662,22.367615978913324
6.675,21.829358927316914
6.68,16.15081454753545
6.69,21.660059687535625
6.723,18.60314757420195
6.738,15.42718207061678
6.772,10.897590215552974
6.781000000000001,18.290007326587375
6.787,19.634217984651013
6.793,17.262230319215814
6.796,18.51980343779514
6.797,17.02138947088894
6.809,14.828948271881014
6.827,17.998158735833442
6.8420000000000005,25.156045884437702
6.851,18.77992053451613
6.854,25.84510274007947
6.876,13.327830116092489
6.886,18.977693028086595
6.893,15.924825727648741
6.898000000000001,9.51894733689944
6.899,21.78741749164342
6.923,18.503092669931966
6.938,21.526562415795667
6.9590000000000005,21.850131224721473
6.962,15.634648699633402
6.972,15.53266373282434
7.001,16.27488957339928
7.003,18.251292825134826
7.01,14.688670948650293
7.011,22.31227732270483
7.024,15.451906641207156
7.025,23.17940786856875
7.026,15.562887679801225
7.029,18.901283536578376
7.049,23.873094629986944
7.065,16.482280558821586
7.091,19.400554085236863
7.133,16.479292352165274
7.16,24.856177717034722
7.162,20.95230041142094
7.163,15.37665451090142
7.175,18.772214530382165
7.1770000000000005,22.518525419333564
7.1770000000000005,22.518525419333564
7.1850000000000005,16.2122922310789
7.186,20.903794191816576
7.2250000000000005,18.546087230722357
7.229,19.212250636250385
7.25,17.510913222100072
7.264,13.219149894236953
7.28,22.148302557062657
7.289000000000001,16.25401496748989
7.29,24.510175419897273
7.311,17.411442059941912
7.312,21.509964549153793
7.3260000000000005,19.240317292689916
7.328,18.55067459966914
7.331,21.52715956434557
7.333,16.540416585429572
7.337,21.996483566065887
7.338,16.10970929042727
7.356,20.8191828412381
7.361,19.542762044976797
7.376,17.229800336100777
7.377,20.035200079453748
7.378,19.45099132831158
7.382000000000001,22.000710336789037
7.432,21.792430102499015
7.433,24.231922185082844
7.456,19.75924279701034
7.496,22.949406238637145
7.51,20.904064030950465
7.5120000000000005,22.59073707822353
7.5120000000000005,22.59073707822353
7.526,23.390739647402057
7.526,23.390739647402057
7.534,24.795476000692748
7.545,25.127301795856503
7.548,24.52843630049248
7.577,21.7185869770182
7.581,21.956025428441443
7.6000000000000005,24.693921773019976
7.603,22.417085498472684
7.614,22.19101909891678
7.623,20.53920294236671
7.6370000000000005,24.042240451209214
7.651,16.91978411631565
7.664000000000001,28.650470319302617
7.68,27.26952926376091
7.687,23.609018866366824
7.69,22.605823597368975
7.69,22.605823597368975
7.7090000000000005,20.510462451956897
7.712,22.94001278367904
7.716,20.934072947398978
7.728,23.045731264747435
7.731,21.52406965970073
7.736,23.862111972511087
7.739,28.226930967273724
7.74,20.850143451876967
7.75,21.931172616262124
7.76,20.9282156682438
7.7620000000000005,22.920341873301126
7.768,27.58783218768237
7.7700000000000005,29.012469528704827
7.785,18.199745993789918
7.7940000000000005,19.81418870506824
7.8,25.10931802855351
7.801,27.717263438421988
7.828,28.01688862829692
7.853,23.70009152687742
7.854,24.183003197998097
7.855,23.145873319801925
7.8660000000000005,18.15188034358698
7.872,23.924797117917862
7.904,25.42094981480673
7.905,20.666121270693175
7.906000000000001,26.500223406919137
7.9190000000000005,22.692291146989053
7.9270000000000005,20.328849605855247
7.953,23.124339933411875
7.957,24.34858028487281
7.968,23.36050040579773
7.9750000000000005,26.24535052904284
7.9830000000000005,25.210699814789873
7.995,23.684820195947694
8.012,23.00891920819159
8.024000000000001,24.22646603841619
8.033,27.990561577782227
8.046,18.784164488605374
8.052,26.784937178256687
8.052,26.784937178256687
8.053,23.22480844292484
8.055,27.368640123076126
8.067,25.89934551599673
8.071,23.4027952748015
8.079,26.034656326951882
8.087,26.632825915291328
8.094,25.72260627538727
8.102,20.675230004054725
8.104000000000001,21.692475849708966
8.123,27.732817870794054
8.128,31.225091251918577
8.129,28.723375885924014
8.142,23.331595613590512
8.143,24.415386776055744
8.146,26.43995994012577
8.15,23.355195152697732
8.155,21.74855776894848
8.158,25.717124331732087
8.163,27.701209886154057
8.177,28.50115212663388
8.179,21.448384807860958
8.18,26.845698491365994
8.183,29.221175081416593
8.183,29.221175081416593
8.201,24.514344108527787
8.228,23.367901255470066
8.238,23.710803823756393
8.245000000000001,25.321482314039446
8.247,27.339822065580858
8.247,27.339822065580858
8.252,24.378059509353193
8.264,25.770935041702227
8.281,35.70220428953783
8.288,23.911153754353087
8.299,26.512315383393833
8.303,21.001264144305807
8.305,29.845180459028672
8.339,20.25179833356
8.341,32.24169106782787
8.347,27.0881874760911
8.367,27.444020218462786
8.371,20.765726913771893
8.372,24.176884431414233
8.408,26.309060605913647
8.41,31.751149566673206
8.426,28.59832256310594
8.438,24.773135430515072
8.443,28.19214841424828
8.454,31.29197658272095
8.463000000000001,26.807954528363133
8.463000000000001,26.807954528363133
8.474,30.73862842499684
8.487,24.55972916628241
8.509,22.443090845711474
8.545,20.984269098925687
8.548,27.99134973741464
8.554,23.481711035093475
8.558,27.36235212108436
8.567,26.527035824954954
8.571,24.334043396541205
8.574,29.59672795125178
8.575000000000001,25.29557909053283
8.576,32.09258718879958
8.582,27.97359516914979
8.594,26.74564651210647
8.595,27.94830659460046
8.608,32.525808968497
8.614,33.25872090116688
8.619,21.024674309962286
8.624,25.16055134317346
8.63,20.73832993354694
8.632,28.828216898692233
8.659,29.581238430859337
8.663,25.53675628052585
8.678,33.22075814895117
8.683,26.19958914811897
8.686,29.815344166587085
8.688,27.590702069894554
8.708,29.936653457787198
8.726,27.364836094562225
8.732,33.19646018081029
8.752,29.00853603693613
8.775,34.32101811441193
8.785,27.098680457312923
8.788,28.885987328986268
8.81,30.145651412217767
8.843,29.66575597481627
8.855,31.11965113816175
8.876,33.8059792819644
8.932,28.23507691648123
8.944,34.99861145448381
8.955,27.361642539513262
8.956,30.180259992369663
8.963000000000001,24.94155140881019
8.975,29.9595533210476
8.984,32.5439773274083
8.992,26.305625019451213
8.998,31.787744763960838
8.999,28.631798306408854
9.009,28.88484513796117
9.012,33.77908912846199
9.015,32.59404631853415
9.023,31.299258161757425
9.031,25.255697749397328
9.039,30.040297176283
9.041,32.48299390811024
9.045,30.559529913363335
9.055,30.70746354359097
9.063,25.336039047853284
9.072000000000001,24.199149456089252
9.077,26.34875769179197
9.092,27.912790579202113
9.099,28.07728296538059
9.106,31.937653048737797
9.107,25.176492273958736
9.124,32.818819406449606
9.13,29.231031448637715
9.135,29.66963695604859
9.135,29.66963695604859
9.136000000000001,29.934396515487112
9.139,30.224011366076958
9.161,29.331626906469864
9.162,31.650168654506828
9.165000000000001,34.796361193842806
9.18,29.40342580850155
9.182,35.17566447422195
9.191,27.574598042715728
9.207,27.817667749873348
9.212,27.6455831293253
9.216000000000001,33.1886741722266
9.218,29.714356703540584
9.254,36.90747943400122
9.28,31.259301771583424
9.282,31.133897201298602
9.289,31.65445156043792
9.293000000000001,29.266841927255538
9.294,26.464677500555865
9.342,29.946292594590208
9.35,28.50492388984026
9.396,28.627299428925657
9.399000000000001,29.554544563573355
9.401,30.718165805520048
9.406,36.01038019297259
9.412,29.253411656728655
9.434000000000001,31.279145610340198
9.444,30.386127398841044
9.477,30.198288622095042
9.484,31.623095523879172
9.485,33.189695939022066
9.494,32.08542246484631
9.513,32.961436527246995
9.518,32.717662264911006
9.532,32.748506976143354
9.557,29.7639190344001
9.601,36.171831668766266
9.601,36.171831668766266
9.619,29.592994728420425
9.620000000000001,33.09296696429111
9.628,36.666431905958746
9.631,34.02221398745321
9.632,29.5376588178408
9.638,34.29800528501911
9.643,37.80837161787701
9.65,35.953487006755225
9.65,35.953487006755225
9.661,30.991951762950777
9.667,24.604939172338
9.687,40.833379006674306
9.700000000000001,32.74720108215078
9.725,34.1009744794685
9.73,33.25729506453717
9.742,33.706572602915536
9.766,37.47440779273579
9.774000000000001,33.0164681179329
9.805,31.40119488195199
9.816,33.88552652223638
9.816,33.88552652223638
9.833,34.61006185330804
9.843,38.74154834925397
9.845,36.734980765563414
9.854000000000001,39.861073412666734
9.864,32.39559271213724
9.865,35.76487474540488
9.865,35.76487474540488
9.899000000000001,39.02926423743469
9.899000000000001,39.02926423743469
9.903,37.33490778732104
9.91,32.444296691155564
9.913,34.04873094046081
9.921,36.79612034221712
9.922,35.75635892735351
9.927,39.70226891880775
9.938,34.244108206231815
9.951,39.38771172952756
9.954,31.658957890593346
9.962,31.35435309587669
9.98,36.73516291953821
9.989,31.19471286334199
9.994,40.82060019509157
